First Account Holder Name,Second Account Holder,Third Account Holder,Account Number,Account Type(Savings/Current),Bank Name,Bank Branch,IFSC,MICR,Aadhaar First,Aadhaar Second,Aadhaar Third,PAN First,PAN Second,PAN Third
,,Null,,S,Pnb,,,432649011,,,Null,,,Null
,,Null,,S,Sbi,,,432649012,,,Null,,,Null
,,Null,,C,Pnb,,,432649013,,,Null,,,Null
,,Null,,C,Hdfc,,,432649014,,,Null,,,Null
,,Null,,S,Sbi,,,432649015,,,Null,,,Null
,,Null,,C,Uni,,,432649016,,,Null,,,Null
,,Null,,C,Axis,,,432649017,,,Null,,,Null
,,Null,,S,Icici,,,432649018,,,Null,,,Null
,,Null,,S,Sbi,,,432649019,,,Null,,,Null
,,Null,,C,Sbi,,,432649020,,,Null,,,Null
,,Null,,S,Pnb,,,432649021,,,Null,,,Null
,,Null,,S,Canara,,,432649022,,,Null,,,Null
,,Null,,C,Sbi,,,432649023,,,Null,,,Null
,,Null,,C,Sbi,,,432649024,,,Null,,,Null
,,Null,,S,Canara,,,432649025,,,Null,,,Null
,,Null,,S,Sbi,,,432649026,,,Null,,,Null
,,Null,,S,Hdfc,,,432649027,,,Null,,,Null
,,Null,,C,Sbi,,,432649028,,,Null,,,Null
,,Null,,C,Axis,,,432649029,,,Null,,,Null
,,Null,,S,icici,,,432649030,,,Null,,,Null
,,Null,,C,Uni,,,432649031,,,Null,,,Null
,,Null,,C,Boi,,,432649032,,,Null,,,Null
,,Null,,S,Sbi ,,,432649033,,,Null,,,Null
,,Null,,S,Pnb,,,432649034,,,Null,,,Null
,,Null,,C,Sbi,,,432649035,,,Null,,,Null
,,Null,,C,Pnb,,,432649036,,,Null,,,Null
,,Null,,S,Hdfc,,,432649037,,,Null,,,Null
,,Null,,S,Sbi,,,432649038,,,Null,,,Null
,,Null,,S,Uni,,,432649039,,,Null,,,Null
,,Null,,C,Axis,,,432649040,,,Null,,,Null
,,Null,,C,Icici,,,432649041,,,Null,,,Null
,,Null,,S,Sbi,,,432649042,,,Null,,,Null
,,Null,,C,Sbi,,,432649043,,,Null,,,Null
,,Null,,C,Pnb,,,432649044,,,Null,,,Null
,,Null,,S,Canara,,,432649045,,,Null,,,Null
,,Null,,S,Sbi,,,432649046,,,Null,,,Null
,,Null,,C,Sbi,,,432649047,,,Null,,,Null
,,Null,,S,Canara,,,432649048,,,Null,,,Null
,,Null,,S,Sbi,,,432649049,,,Null,,,Null
,,Null,,C,Hdfc,,,432649050,,,Null,,,Null
,,Null,,C,Sbi,,,432649051,,,Null,,,Null
,,Null,,S,Axis,,,432649052,,,Null,,,Null
,,Null,,S,icici,,,432649053,,,Null,,,Null
,,Null,,S,Uni,,,432649054,,,Null,,,Null
,,Null,,C,Boi,,,432649055,,,Null,,,Null
,,Null,,C,Sbi ,,,432649056,,,Null,,,Null
,,Null,,S,Pnb,,,432649057,,,Null,,,Null
,,Null,,C,Sbi,,,432649058,,,Null,,,Null
,,Null,,C,Pnb,,,432649059,,,Null,,,Null
,,Null,,S,Hdfc,,,432649060,,,Null,,,Null
,,Null,,S,Sbi,,,432649061,,,Null,,,Null
,,Null,,C,Uni,,,432649062,,,Null,,,Null
,,Null,,C,Axis,,,432649063,,,Null,,,Null
,,Null,,S,Icici,,,432649064,,,Null,,,Null
,,Null,,S,Sbi,,,432649065,,,Null,,,Null
,,Null,,S,Sbi,,,432649066,,,Null,,,Null
,,Null,,C,Pnb,,,432649067,,,Null,,,Null
,,Null,,C,Canara,,,432649068,,,Null,,,Null
,,Null,,S,Sbi,,,432649069,,,Null,,,Null
,,Null,,C,Sbi,,,432649070,,,Null,,,Null
,,Null,,C,Canara,,,432649071,,,Null,,,Null
,,Null,,S,Sbi,,,432649072,,,Null,,,Null
,,Null,,S,Hdfc,,,432649073,,,Null,,,Null
,,Null,,C,Sbi,,,432649074,,,Null,,,Null
,,Null,,S,Axis,,,432649075,,,Null,,,Null
,,Null,,S,icici,,,432649076,,,Null,,,Null
,,Null,,C,Uni,,,432649077,,,Null,,,Null
,,Null,,C,Boi,,,432649078,,,Null,,,Null
,,Null,,S,Sbi ,,,432649079,,,Null,,,Null
,,Null,,S,Pnb,,,432649080,,,Null,,,Null
,,Null,,S,Sbi,,,432649081,,,Null,,,Null
,,Null,,C,Pnb,,,432649082,,,Null,,,Null
,,Null,,C,Hdfc,,,432649083,,,Null,,,Null
,,Null,,S,Sbi,,,432649084,,,Null,,,Null
,,Null,,C,Uni,,,432649085,,,Null,,,Null
,,Null,,C,Axis,,,432649086,,,Null,,,Null
,,Null,,S,Icici,,,432649087,,,Null,,,Null
,,Null,,S,Sbi,,,432649088,,,Null,,,Null
,,Null,,C,Sbi,,,432649089,,,Null,,,Null
,,Null,,C,Pnb,,,432649090,,,Null,,,Null
,,Null,,S,Canara,,,432649091,,,Null,,,Null
,,Null,,S,Sbi,,,432649092,,,Null,,,Null
,,Null,,S,Sbi,,,432649093,,,Null,,,Null
,,Null,,C,Canara,,,432649094,,,Null,,,Null
,,Null,,C,Sbi,,,432649095,,,Null,,,Null
,,Null,,S,Hdfc,,,432649096,,,Null,,,Null
,,Null,,C,Sbi,,,432649097,,,Null,,,Null
,,Null,,C,Axis,,,432649098,,,Null,,,Null
,,Null,,S,icici,,,432649099,,,Null,,,Null
,,Null,,S,Uni,,,432649100,,,Null,,,Null
,,Null,,C,Boi,,,432649101,,,Null,,,Null
,,Null,,S,Sbi ,,,432649102,,,Null,,,Null
,,Null,,S,Pnb,,,432649103,,,Null,,,Null
,,Null,,C,Sbi,,,432649104,,,Null,,,Null
,,Null,,C,Pnb,,,432649105,,,Null,,,Null
,,Null,,S,Hdfc,,,432649106,,,Null,,,Null
,,Null,,S,Sbi,,,432649107,,,Null,,,Null
,,Null,,S,Uni,,,432649108,,,Null,,,Null
,,Null,,C,Axis,,,432649109,,,Null,,,Null
,,Null,,C,Icici,,,432649110,,,Null,,,Null
,,Null,,S,Sbi,,,432649111,,,Null,,,Null
,,Null,,C,Sbi,,,432649112,,,Null,,,Null
,,Null,,C,Pnb,,,432649113,,,Null,,,Null
,,Null,,S,Canara,,,432649114,,,Null,,,Null
,,Null,,S,Sbi,,,432649115,,,Null,,,Null
,,Null,,C,Sbi,,,432649116,,,Null,,,Null
,,Null,,C,Canara,,,432649117,,,Null,,,Null
,,Null,,S,Sbi,,,432649118,,,Null,,,Null
,,Null,,S,Hdfc,,,432649119,,,Null,,,Null
,,Null,,S,Sbi,,,432649120,,,Null,,,Null
,,Null,,C,Axis,,,432649121,,,Null,,,Null
,,Null,,C,icici,,,432649122,,,Null,,,Null
,,Null,,S,Uni,,,432649123,,,Null,,,Null
,,Null,,C,Boi,,,432649124,,,Null,,,Null
,,Null,,C,Sbi ,,,432649125,,,Null,,,Null
,,Null,,S,Pnb,,,432649126,,,Null,,,Null
,,Null,,S,Sbi,,,432649127,,,Null,,,Null
,,Null,,C,Pnb,,,432649128,,,Null,,,Null
,,Null,,S,Hdfc,,,432649129,,,Null,,,Null
,,Null,,S,Sbi,,,432649130,,,Null,,,Null
,,Null,,C,Uni,,,432649131,,,Null,,,Null
,,Null,,C,Axis,,,432649132,,,Null,,,Null
,,Null,,S,Icici,,,432649133,,,Null,,,Null
,,Null,,S,Sbi,,,432649134,,,Null,,,Null
,,Null,,S,Sbi,,,432649135,,,Null,,,Null
,,Null,,C,Pnb,,,432649136,,,Null,,,Null
,,Null,,C,Canara,,,432649137,,,Null,,,Null
,,Null,,S,Sbi,,,432649138,,,Null,,,Null
,,Null,,C,Sbi,,,432649139,,,Null,,,Null
,,Null,,C,Canara,,,432649140,,,Null,,,Null
,,Null,,S,Sbi,,,432649141,,,Null,,,Null
,,Null,,S,Hdfc,,,432649142,,,Null,,,Null
,,Null,,C,Sbi,,,432649143,,,Null,,,Null
,,Null,,C,Axis,,,432649144,,,Null,,,Null
,,Null,,S,icici,,,432649145,,,Null,,,Null
,,Null,,S,Uni,,,432649146,,,Null,,,Null
,,Null,,S,Boi,,,432649147,,,Null,,,Null
,,Null,,C,Sbi ,,,432649148,,,Null,,,Null
,,Null,,C,Pnb,,,432649149,,,Null,,,Null
,,Null,,S,Sbi,,,432649150,,,Null,,,Null
,,Null,,C,Pnb,,,432649151,,,Null,,,Null
,,Null,,C,Hdfc,,,432649152,,,Null,,,Null
,,Null,,S,Sbi,,,432649153,,,Null,,,Null
,,Null,,S,Uni,,,432649154,,,Null,,,Null
,,Null,,C,Axis,,,432649155,,,Null,,,Null
,,Null,,S,Icici,,,432649156,,,Null,,,Null
,,Null,,S,Sbi,,,432649157,,,Null,,,Null
,,Null,,C,Sbi,,,432649158,,,Null,,,Null
,,Null,,C,Pnb,,,432649159,,,Null,,,Null
,,Null,,S,Canara,,,432649160,,,Null,,,Null
,,Null,,S,Sbi,,,432649161,,,Null,,,Null
,,Null,,S,Sbi,,,432649162,,,Null,,,Null
,,Null,,C,Canara,,,432649163,,,Null,,,Null
,,Null,,C,Sbi,,,432649164,,,Null,,,Null
,,Null,,S,Hdfc,,,432649165,,,Null,,,Null
,,Null,,C,Sbi,,,432649166,,,Null,,,Null
,,Null,,C,Axis,,,432649167,,,Null,,,Null
,,Null,,S,icici,,,432649168,,,Null,,,Null
,,Null,,S,Uni,,,432649169,,,Null,,,Null
,,Null,,C,Boi,,,432649170,,,Null,,,Null
,,Null,,C,Sbi ,,,432649171,,,Null,,,Null
,,Null,,S,Pnb,,,432649172,,,Null,,,Null
,,Null,,S,Sbi,,,432649173,,,Null,,,Null
,,Null,,S,Pnb,,,432649174,,,Null,,,Null
,,Null,,C,Hdfc,,,432649175,,,Null,,,Null
,,Null,,C,Sbi,,,432649176,,,Null,,,Null
,,Null,,S,Uni,,,432649177,,,Null,,,Null
,,Null,,C,Axis,,,432649178,,,Null,,,Null
,,Null,,C,Icici,,,432649179,,,Null,,,Null
,,Null,,S,Sbi,,,432649180,,,Null,,,Null
,,Null,,S,Sbi,,,432649181,,,Null,,,Null
,,Null,,C,Pnb,,,432649182,,,Null,,,Null
,,Null,,S,Canara,,,432649183,,,Null,,,Null
,,Null,,S,Sbi,,,432649184,,,Null,,,Null
,,Null,,C,Sbi,,,432649185,,,Null,,,Null
,,Null,,C,Canara,,,432649186,,,Null,,,Null
,,Null,,S,Sbi,,,432649187,,,Null,,,Null
,,Null,,S,Hdfc,,,432649188,,,Null,,,Null
,,Null,,S,Sbi,,,432649189,,,Null,,,Null
,,Null,,C,Axis,,,432649190,,,Null,,,Null
,,Null,,C,icici,,,432649191,,,Null,,,Null
,,Null,,S,Uni,,,432649192,,,Null,,,Null
,,Null,,C,Boi,,,432649193,,,Null,,,Null
,,Null,,C,Sbi ,,,432649194,,,Null,,,Null
,,Null,,S,Pnb,,,432649195,,,Null,,,Null
,,Null,,S,Sbi,,,432649196,,,Null,,,Null
,,Null,,C,Pnb,,,432649197,,,Null,,,Null
,,Null,,C,Hdfc,,,432649198,,,Null,,,Null
,,Null,,S,Sbi,,,432649199,,,Null,,,Null
,,Null,,S,Uni,,,432649200,,,Null,,,Null
,,Null,,S,Axis,,,432649201,,,Null,,,Null
,,Null,,C,Icici,,,432649202,,,Null,,,Null
,,Null,,C,Sbi,,,432649203,,,Null,,,Null
,,Null,,S,Sbi,,,432649204,,,Null,,,Null
,,Null,,C,Pnb,,,432649205,,,Null,,,Null
,,Null,,C,Canara,,,432649206,,,Null,,,Null
,,Null,,S,Sbi,,,432649207,,,Null,,,Null
,,Null,,S,Sbi,,,432649208,,,Null,,,Null
,,Null,,C,Canara,,,432649209,,,Null,,,Null
,,Null,,S,Sbi,,,432649210,,,Null,,,Null
,,Null,,S,Hdfc,,,432649211,,,Null,,,Null
,,Null,,C,Sbi,,,432649212,,,Null,,,Null
,,Null,,C,Axis,,,432649213,,,Null,,,Null
,,Null,,S,icici,,,432649214,,,Null,,,Null
,,Null,,S,Uni,,,432649215,,,Null,,,Null
,,Null,,S,Boi,,,432649216,,,Null,,,Null
,,Null,,C,Sbi ,,,432649217,,,Null,,,Null
,,Null,,C,Pnb,,,432649218,,,Null,,,Null
,,Null,,S,Sbi,,,432649219,,,Null,,,Null
,,Null,,C,Pnb,,,432649220,,,Null,,,Null
,,Null,,C,Hdfc,,,432649221,,,Null,,,Null
,,Null,,S,Sbi,,,432649222,,,Null,,,Null
,,Null,,S,Uni,,,432649223,,,Null,,,Null
,,Null,,C,Axis,,,432649224,,,Null,,,Null
,,Null,,C,Icici,,,432649225,,,Null,,,Null
,,Null,,S,Sbi,,,432649226,,,Null,,,Null
,,Null,,S,Sbi,,,432649227,,,Null,,,Null
,,Null,,S,Pnb,,,432649228,,,Null,,,Null
,,Null,,C,Canara,,,432649229,,,Null,,,Null
,,Null,,C,Sbi,,,432649230,,,Null,,,Null
,,Null,,S,Sbi,,,432649231,,,Null,,,Null
,,Null,,C,Canara,,,432649232,,,Null,,,Null
,,Null,,C,Sbi,,,432649233,,,Null,,,Null
,,Null,,S,Hdfc,,,432649234,,,Null,,,Null
,,Null,,S,Sbi,,,432649235,,,Null,,,Null
,,Null,,C,Axis,,,432649236,,,Null,,,Null
,,Null,,S,icici,,,432649237,,,Null,,,Null
,,Null,,S,Uni,,,432649238,,,Null,,,Null
,,Null,,C,Boi,,,432649239,,,Null,,,Null
,,Null,,C,Sbi ,,,432649240,,,Null,,,Null
,,Null,,S,Pnb,,,432649241,,,Null,,,Null
,,Null,,S,Sbi,,,432649242,,,Null,,,Null
,,Null,,S,Pnb,,,432649243,,,Null,,,Null
,,Null,,C,Hdfc,,,432649244,,,Null,,,Null
,,Null,,C,Sbi,,,432649245,,,Null,,,Null
,,Null,,S,Uni,,,432649246,,,Null,,,Null
,,Null,,C,Axis,,,432649247,,,Null,,,Null
,,Null,,C,Icici,,,432649248,,,Null,,,Null
,,Null,,S,Sbi,,,432649249,,,Null,,,Null
,,Null,,S,Sbi,,,432649250,,,Null,,,Null
,,Null,,C,Pnb,,,432649251,,,Null,,,Null
,,Null,,C,Canara,,,432649252,,,Null,,,Null
,,Null,,S,Sbi,,,432649253,,,Null,,,Null
,,Null,,S,Sbi,,,432649254,,,Null,,,Null
,,Null,,S,Canara,,,432649255,,,Null,,,Null
,,Null,,C,Sbi,,,432649256,,,Null,,,Null
,,Null,,C,Hdfc,,,432649257,,,Null,,,Null
,,Null,,S,Sbi,,,432649258,,,Null,,,Null
,,Null,,C,Axis,,,432649259,,,Null,,,Null
,,Null,,C,icici,,,432649260,,,Null,,,Null
,,Null,,S,Uni,,,432649261,,,Null,,,Null
,,Null,,S,Boi,,,432649262,,,Null,,,Null
,,Null,,C,Sbi ,,,432649263,,,Null,,,Null
,,Null,,S,Pnb,,,432649264,,,Null,,,Null
,,Null,,S,Sbi,,,432649265,,,Null,,,Null
,,Null,,C,Pnb,,,432649266,,,Null,,,Null
,,Null,,C,Hdfc,,,432649267,,,Null,,,Null
,,Null,,S,Sbi,,,432649268,,,Null,,,Null
,,Null,,S,Uni,,,432649269,,,Null,,,Null
,,Null,,S,Axis,,,432649270,,,Null,,,Null
,,Null,,C,Icici,,,432649271,,,Null,,,Null
,,Null,,C,Sbi,,,432649272,,,Null,,,Null
,,Null,,S,Sbi,,,432649273,,,Null,,,Null
,,Null,,C,Pnb,,,432649274,,,Null,,,Null
,,Null,,C,Canara,,,432649275,,,Null,,,Null
,,Null,,S,Sbi,,,432649276,,,Null,,,Null
,,Null,,S,Sbi,,,432649277,,,Null,,,Null
,,Null,,C,Canara,,,432649278,,,Null,,,Null
,,Null,,C,Sbi,,,432649279,,,Null,,,Null
,,Null,,S,Hdfc,,,432649280,,,Null,,,Null
,,Null,,S,Sbi,,,432649281,,,Null,,,Null
,,Null,,S,Axis,,,432649282,,,Null,,,Null
,,Null,,C,icici,,,432649283,,,Null,,,Null
,,Null,,C,Uni,,,432649284,,,Null,,,Null
,,Null,,S,Boi,,,432649285,,,Null,,,Null
,,Null,,C,Sbi ,,,432649286,,,Null,,,Null
,,Null,,C,Pnb,,,432649287,,,Null,,,Null
,,Null,,S,Sbi,,,432649288,,,Null,,,Null
,,Null,,S,Pnb,,,432649289,,,Null,,,Null
,,Null,,C,Hdfc,,,432649290,,,Null,,,Null
,,Null,,S,Sbi,,,432649291,,,Null,,,Null
,,Null,,S,Uni,,,432649292,,,Null,,,Null
,,Null,,C,Axis,,,432649293,,,Null,,,Null
,,Null,,C,Icici,,,432649294,,,Null,,,Null
,,Null,,S,Sbi,,,432649295,,,Null,,,Null
,,Null,,S,Sbi,,,432649296,,,Null,,,Null
,,Null,,S,Pnb,,,432649297,,,Null,,,Null
,,Null,,C,Canara,,,432649298,,,Null,,,Null
,,Null,,C,Sbi,,,432649299,,,Null,,,Null
,,Null,,S,Sbi,,,432649300,,,Null,,,Null
,,Null,,C,Canara,,,432649301,,,Null,,,Null
,,Null,,C,Sbi,,,432649302,,,Null,,,Null
,,Null,,S,Hdfc,,,432649303,,,Null,,,Null
,,Null,,S,Sbi,,,432649304,,,Null,,,Null
,,Null,,C,Axis,,,432649305,,,Null,,,Null
,,Null,,C,icici,,,432649306,,,Null,,,Null
,,Null,,S,Uni,,,432649307,,,Null,,,Null
,,Null,,S,Boi,,,432649308,,,Null,,,Null
,,Null,,S,Sbi ,,,432649309,,,Null,,,Null
,,Null,,C,Pnb,,,432649310,,,Null,,,Null
,,Null,,C,Sbi,,,432649311,,,Null,,,Null
,,Null,,S,Pnb,,,432649312,,,Null,,,Null
,,Null,,C,Hdfc,,,432649313,,,Null,,,Null
,,Null,,C,Sbi,,,432649314,,,Null,,,Null
,,Null,,S,Uni,,,432649315,,,Null,,,Null
,,Null,,S,Axis,,,432649316,,,Null,,,Null
,,Null,,C,Icici,,,432649317,,,Null,,,Null
,,Null,,S,Sbi,,,432649318,,,Null,,,Null
,,Null,,S,Sbi,,,432649319,,,Null,,,Null
,,Null,,C,Pnb,,,432649320,,,Null,,,Null
,,Null,,C,Canara,,,432649321,,,Null,,,Null
,,Null,,S,Sbi,,,432649322,,,Null,,,Null
,,Null,,S,Sbi,,,432649323,,,Null,,,Null
,,Null,,S,Canara,,,432649324,,,Null,,,Null
,,Null,,C,Sbi,,,432649325,,,Null,,,Null
,,Null,,C,Hdfc,,,432649326,,,Null,,,Null
,,Null,,S,Sbi,,,432649327,,,Null,,,Null
,,Null,,C,Axis,,,432649328,,,Null,,,Null
,,Null,,C,icici,,,432649329,,,Null,,,Null
,,Null,,S,Uni,,,432649330,,,Null,,,Null
,,Null,,S,Boi,,,432649331,,,Null,,,Null
,,Null,,C,Sbi ,,,432649332,,,Null,,,Null
,,Null,,C,Pnb,,,432649333,,,Null,,,Null
,,Null,,S,Sbi,,,432649334,,,Null,,,Null
,,Null,,S,Pnb,,,432649335,,,Null,,,Null
,,Null,,S,Hdfc,,,432649336,,,Null,,,Null
,,Null,,C,Sbi,,,432649337,,,Null,,,Null
,,Null,,C,Uni,,,432649338,,,Null,,,Null
,,Null,,S,Axis,,,432649339,,,Null,,,Null
,,Null,,C,Icici,,,432649340,,,Null,,,Null
,,Null,,C,Sbi,,,432649341,,,Null,,,Null
,,Null,,S,Sbi,,,432649342,,,Null,,,Null
,,Null,,S,Pnb,,,432649343,,,Null,,,Null
,,Null,,C,Canara,,,432649344,,,Null,,,Null
,,Null,,S,Sbi,,,432649345,,,Null,,,Null
,,Null,,S,Sbi,,,432649346,,,Null,,,Null
,,Null,,C,Canara,,,432649347,,,Null,,,Null
,,Null,,C,Sbi,,,432649348,,,Null,,,Null
,,Null,,S,Hdfc,,,432649349,,,Null,,,Null
,,Null,,S,Sbi,,,432649350,,,Null,,,Null
,,Null,,S,Axis,,,432649351,,,Null,,,Null
,,Null,,C,icici,,,432649352,,,Null,,,Null
,,Null,,C,Uni,,,432649353,,,Null,,,Null
,,Null,,S,Boi,,,432649354,,,Null,,,Null
,,Null,,C,Sbi ,,,432649355,,,Null,,,Null
,,Null,,C,Pnb,,,432649356,,,Null,,,Null
,,Null,,S,Sbi,,,432649357,,,Null,,,Null
,,Null,,S,Pnb,,,432649358,,,Null,,,Null
,,Null,,C,Hdfc,,,432649359,,,Null,,,Null
,,Null,,C,Sbi,,,432649360,,,Null,,,Null
,,Null,,S,Uni,,,432649361,,,Null,,,Null
,,Null,,S,Axis,,,432649362,,,Null,,,Null
,,Null,,S,Icici,,,432649363,,,Null,,,Null
,,Null,,C,Sbi,,,432649364,,,Null,,,Null
,,Null,,C,Sbi,,,432649365,,,Null,,,Null
,,Null,,S,Pnb,,,432649366,,,Null,,,Null
,,Null,,C,Canara,,,432649367,,,Null,,,Null
,,Null,,C,Sbi,,,432649368,,,Null,,,Null
,,Null,,S,Sbi,,,432649369,,,Null,,,Null
,,Null,,S,Canara,,,432649370,,,Null,,,Null
,,Null,,C,Sbi,,,432649371,,,Null,,,Null
,,Null,,S,Hdfc,,,432649372,,,Null,,,Null
,,Null,,S,Sbi,,,432649373,,,Null,,,Null
,,Null,,C,Axis,,,432649374,,,Null,,,Null
,,Null,,C,icici,,,432649375,,,Null,,,Null
,,Null,,S,Uni,,,432649376,,,Null,,,Null
,,Null,,S,Boi,,,432649377,,,Null,,,Null
,,Null,,S,Sbi ,,,432649378,,,Null,,,Null
,,Null,,C,Pnb,,,432649379,,,Null,,,Null
,,Null,,C,Sbi,,,432649380,,,Null,,,Null
,,Null,,S,Pnb,,,432649381,,,Null,,,Null
,,Null,,C,Hdfc,,,432649382,,,Null,,,Null
,,Null,,C,Sbi,,,432649383,,,Null,,,Null
,,Null,,S,Uni,,,432649384,,,Null,,,Null
,,Null,,S,Axis,,,432649385,,,Null,,,Null
,,Null,,C,Icici,,,432649386,,,Null,,,Null
,,Null,,C,Sbi,,,432649387,,,Null,,,Null
,,Null,,S,Sbi,,,432649388,,,Null,,,Null
,,Null,,S,Pnb,,,432649389,,,Null,,,Null
,,Null,,S,Canara,,,432649390,,,Null,,,Null
,,Null,,C,Sbi,,,432649391,,,Null,,,Null
,,Null,,C,Sbi,,,432649392,,,Null,,,Null
,,Null,,S,Canara,,,432649393,,,Null,,,Null
,,Null,,C,Sbi,,,432649394,,,Null,,,Null
,,Null,,C,Hdfc,,,432649395,,,Null,,,Null
,,Null,,S,Sbi,,,432649396,,,Null,,,Null
,,Null,,S,Axis,,,432649397,,,Null,,,Null
,,Null,,C,icici,,,432649398,,,Null,,,Null
,,Null,,S,Uni,,,432649399,,,Null,,,Null
,,Null,,S,Boi,,,432649400,,,Null,,,Null
,,Null,,C,Sbi ,,,432649401,,,Null,,,Null
,,Null,,C,Pnb,,,432649402,,,Null,,,Null
,,Null,,S,Sbi,,,432649403,,,Null,,,Null
,,Null,,S,Pnb,,,432649404,,,Null,,,Null
,,Null,,S,Hdfc,,,432649405,,,Null,,,Null
,,Null,,C,Sbi,,,432649406,,,Null,,,Null
,,Null,,C,Uni,,,432649407,,,Null,,,Null
,,Null,,S,Axis,,,432649408,,,Null,,,Null
,,Null,,C,Icici,,,432649409,,,Null,,,Null
,,Null,,C,Sbi,,,432649410,,,Null,,,Null
,,Null,,S,Sbi,,,432649411,,,Null,,,Null
,,Null,,S,Pnb,,,432649412,,,Null,,,Null
,,Null,,C,Canara,,,432649413,,,Null,,,Null
,,Null,,C,Sbi,,,432649414,,,Null,,,Null
,,Null,,S,Sbi,,,432649415,,,Null,,,Null
,,Null,,S,Canara,,,432649416,,,Null,,,Null
,,Null,,S,Sbi,,,432649417,,,Null,,,Null
,,Null,,C,Hdfc,,,432649418,,,Null,,,Null
,,Null,,C,Sbi,,,432649419,,,Null,,,Null
,,Null,,S,Axis,,,432649420,,,Null,,,Null
,,Null,,C,icici,,,432649421,,,Null,,,Null
,,Null,,C,Uni,,,432649422,,,Null,,,Null
,,Null,,S,Boi,,,432649423,,,Null,,,Null
,,Null,,S,Sbi ,,,432649424,,,Null,,,Null
,,Null,,C,Pnb,,,432649425,,,Null,,,Null
,,Null,,S,Sbi,,,432649426,,,Null,,,Null
,,Null,,S,Pnb,,,432649427,,,Null,,,Null
,,Null,,C,Hdfc,,,432649428,,,Null,,,Null
,,Null,,C,Sbi,,,432649429,,,Null,,,Null
,,Null,,S,Uni,,,432649430,,,Null,,,Null
,,Null,,S,Axis,,,432649431,,,Null,,,Null
,,Null,,S,Icici,,,432649432,,,Null,,,Null
,,Null,,C,Sbi,,,432649433,,,Null,,,Null
,,Null,,C,Sbi,,,432649434,,,Null,,,Null
,,Null,,S,Pnb,,,432649435,,,Null,,,Null
,,Null,,C,Canara,,,432649436,,,Null,,,Null
,,Null,,C,Sbi,,,432649437,,,Null,,,Null
,,Null,,S,Sbi,,,432649438,,,Null,,,Null
,,Null,,S,Canara,,,432649439,,,Null,,,Null
,,Null,,C,Sbi,,,432649440,,,Null,,,Null
,,Null,,C,Hdfc,,,432649441,,,Null,,,Null
,,Null,,S,Sbi,,,432649442,,,Null,,,Null
,,Null,,S,Axis,,,432649443,,,Null,,,Null
,,Null,,S,icici,,,432649444,,,Null,,,Null
,,Null,,C,Uni,,,432649445,,,Null,,,Null
,,Null,,C,Boi,,,432649446,,,Null,,,Null
,,Null,,S,Sbi ,,,432649447,,,Null,,,Null
,,Null,,C,Pnb,,,432649448,,,Null,,,Null
,,Null,,C,Sbi,,,432649449,,,Null,,,Null
,,Null,,S,Pnb,,,432649450,,,Null,,,Null
,,Null,,S,Hdfc,,,432649451,,,Null,,,Null
,,Null,,C,Sbi,,,432649452,,,Null,,,Null
,,Null,,S,Uni,,,432649453,,,Null,,,Null
,,Null,,S,Axis,,,432649454,,,Null,,,Null
,,Null,,C,Icici,,,432649455,,,Null,,,Null
,,Null,,C,Sbi,,,432649456,,,Null,,,Null
,,Null,,S,Sbi,,,432649457,,,Null,,,Null
,,Null,,S,Pnb,,,432649458,,,Null,,,Null
,,Null,,S,Canara,,,432649459,,,Null,,,Null
,,Null,,C,Sbi,,,432649460,,,Null,,,Null
,,Null,,C,Sbi,,,432649461,,,Null,,,Null
,,Null,,S,Canara,,,432649462,,,Null,,,Null
,,Null,,C,Sbi,,,432649463,,,Null,,,Null
,,Null,,C,Hdfc,,,432649464,,,Null,,,Null
,,Null,,S,Sbi,,,432649465,,,Null,,,Null
,,Null,,S,Axis,,,432649466,,,Null,,,Null
,,Null,,C,icici,,,432649467,,,Null,,,Null
,,Null,,C,Uni,,,432649468,,,Null,,,Null
,,Null,,S,Boi,,,432649469,,,Null,,,Null
,,Null,,S,Sbi ,,,432649470,,,Null,,,Null
,,Null,,S,Pnb,,,432649471,,,Null,,,Null
,,Null,,C,Sbi,,,432649472,,,Null,,,Null
,,Null,,C,Pnb,,,432649473,,,Null,,,Null
,,Null,,S,Hdfc,,,432649474,,,Null,,,Null
,,Null,,C,Sbi,,,432649475,,,Null,,,Null
,,Null,,C,Uni,,,432649476,,,Null,,,Null
,,Null,,S,Axis,,,432649477,,,Null,,,Null
,,Null,,S,Icici,,,432649478,,,Null,,,Null
,,Null,,C,Sbi,,,432649479,,,Null,,,Null
,,Null,,S,Sbi,,,432649480,,,Null,,,Null
,,Null,,S,Pnb,,,432649481,,,Null,,,Null
,,Null,,C,Canara,,,432649482,,,Null,,,Null
,,Null,,C,Sbi,,,432649483,,,Null,,,Null
,,Null,,S,Sbi,,,432649484,,,Null,,,Null
,,Null,,S,Canara,,,432649485,,,Null,,,Null
,,Null,,S,Sbi,,,432649486,,,Null,,,Null
,,Null,,C,Hdfc,,,432649487,,,Null,,,Null
,,Null,,C,Sbi,,,432649488,,,Null,,,Null
,,Null,,S,Axis,,,432649489,,,Null,,,Null
,,Null,,C,icici,,,432649490,,,Null,,,Null
,,Null,,C,Uni,,,432649491,,,Null,,,Null
,,Null,,S,Boi,,,432649492,,,Null,,,Null
,,Null,,S,Sbi ,,,432649493,,,Null,,,Null
,,Null,,C,Pnb,,,432649494,,,Null,,,Null
