Student ID(Primary Key),Univ ID(Foregin Key),College ID(Foreign Key),Name,Aadhaar No,Fathers Name,Mother's Maiden Name,Date of Birth,Gender,Maritial Status,Nationality,Correspondence Address,Permanent Address,Mobile No,Telephone No.,Course,Branch,Start Date,Expected End Date,Year,PAN No,Bank Name,Bank_Branch,Account No.,IFSC ,MICR
S-00140,U-0736,C-29246,Allan,9999990140,Slade,,,M,Unmarried,Indian,3632 52ND ST,Same as Previous,12342462,,Btech,IT,,,,P-1373,Pnb,,,,231342471
S-00141,U-0736,C-29246,Alleen,9999990141,Herman,,,M,Unmarried,Indian,SAN FRANCISCO BLVD / 50TH ST,Same as Previous,12342463,,Btech,IT,,,,P-1374,Hdfc,,,,231342472
S-00142,U-0736,C-29246,Allegra,9999990142,Isaiah,,,M,Unmarried,Indian,5524 DANJAC CIR,Same as Previous,12342464,,Btech,CSE,,,,P-1375,Sbi,,,,231342473
S-00143,U-0736,C-29246,Allen,9999990143,Galvin,,,M,Unmarried,Indian,2571 ALTOS AVE,Same as Previous,12342465,,Btech,ECE,,,,P-1376,Uni,,,,231342474
S-00144,U-0736,C-29246,Allen,9999990144,Dieter,,,M,Unmarried,Indian,414 K ST,Same as Previous,12342466,,Btech,Cse,,,,P-1377,Axis,,,,231342475
S-00145,U-0736,C-29246,Allena,9999990145,Jacob,,,M,Unmarried,Indian,7486 CARELLA DR,Same as Previous,12342467,,Btech,IT,,,,P-1378,Icici,,,,231342476
S-00146,U-0736,C-29246,Allene,9999990146,Ishmael,,,M,Unmarried,Indian,7TH ST / J ST,Same as Previous,12342468,,Btech,Ece,,,,P-1379,Sbi,,,,231342477
S-00147,U-0736,C-29246,Allie,9999990147,Jarrod,,,M,Unmarried,Indian,5701 LERNER WAY,Same as Previous,12342469,,Btech,Ece,,,,P-1380,Sbi,,,,231342478
S-00148,U-0736,C-29246,Alline,9999990148,Omar,,,M,Unmarried,Indian,1321 E ST,Same as Previous,12342470,,Btech,ME,,,,P-1381,Pnb,,,,231342479
S-00149,U-0005,C-24297,Allison,9999990149,Upton,,,M,Unmarried,Indian,1912 BOWLING GREEN DR,Same as Previous,12342471,,Btech,CE,,,,P-1382,Canara,,,,231342480
S-00150,U-0005,C-24297,Allyn,9999990150,Clinton,,,M,Unmarried,Indian,3555 AUBURN BLVD,Same as Previous,12342472,,Btech,ME,,,,P-1383,Sbi,,,,231342481
S-00151,U-0005,C-24297,Allyson,9999990151,Levi,,,M,Unmarried,Indian,7526 TITIAN PKWY,Same as Previous,12342473,,Btech,CE,,,,P-1384,Sbi,,,,231342482
S-00152,U-0005,C-24297,Alma,9999990152,Carson,,,M,Unmarried,Indian,12 WATERGLEN CIR,Same as Previous,12342474,,Btech,Cse,,,,P-1385,Canara,,,,231342483
S-00153,U-0005,C-24297,Almeda,9999990153,Vernon,,,M,Unmarried,Indian,4733 NASHUA WAY,Same as Previous,12342475,,Btech,Cse,,,,P-1386,Sbi,,,,231342484
S-00154,U-0005,C-24297,Almeta,9999990154,Gannon,,,M,Unmarried,Indian,971 ACACIA AVE,Same as Previous,12342476,,Btech,IT,,,,P-1387,Hdfc,,,,231342485
S-00155,U-0005,C-24297,Alona,9999990155,Baker,,,M,Unmarried,Indian,3146 PALMER ST,Same as Previous,12342477,,Btech,Ece,,,,P-1388,Sbi,,,,231342486
S-00156,U-0005,C-24297,Alonso,9999990156,Eaton,,,M,Unmarried,Indian,8178 CENTER PKWY,Same as Previous,12342478,,Btech,Ece,,,,P-1389,Axis,,,,231342487
S-00157,U-0005,C-24297,Alonzo,9999990157,Wayne,,,M,Unmarried,Indian,1820 FRIENZA AVE,Same as Previous,12342479,,Btech,Cse,,,,P-1390,icici,,,,231342488
S-00158,U-0005,C-24297,Alpha,9999990158,Jeremy,,,M,Unmarried,Indian,1689 ARDEN WAY,Same as Previous,12342480,,Btech,Cse,,,,P-1391,Uni,,,,231342489
S-00159,U-0005,C-24297,Alphonse,9999990159,Brock,,,M,Unmarried,Indian,1029 FRIENZA AVE,Same as Previous,12342481,,Btech,Me,,,,P-1392,Boi,,,,231342490
S-00160,U-0005,C-24297,Alphonso,9999990160,Kennan,,,M,Unmarried,Indian,5770 FREEPORT BLVD,Same as Previous,12342482,,Btech,Ce,,,,P-1393,Sbi ,,,,231342491
S-00161,U-0005,C-24297,Alta,9999990161,Dennis,,,M,Unmarried,Indian,1113 CONGRESS AVE,Same as Previous,12342483,,Btech,IT,,,,P-1394,Pnb,,,,231342492
S-00162,U-0005,C-24297,Altagracia,9999990162,Garth,,,M,Unmarried,Indian,3421 AUBURN BLVD,Same as Previous,12342484,,Btech,Cse,,,,P-1395,Sbi,,,,231342493
S-00163,U-0005,C-24297,Altha,9999990163,Neil,,,M,Unmarried,Indian,560 SANDBURG DR,Same as Previous,12342485,,Btech,IT,,,,P-1396,Pnb,,,,231342494
S-00164,U-0005,C-24297,Althea,9999990164,Lewis,,,M,Unmarried,Indian,7608 AMHERST ST,Same as Previous,12342486,,Btech,IT,,,,P-1397,Hdfc,,,,231342495
S-00165,U-0005,C-24297,Alton,9999990165,Aristotle,,,M,Unmarried,Indian,3801 DUCKHORN DR,Same as Previous,12342487,,Btech,CSE,,,,P-1398,Sbi,,,,231342496
S-00166,U-0005,C-24297,Alva,9999990166,Tyrone,,,M,Unmarried,Indian,5TH ST / P ST,Same as Previous,12342488,,Btech,ECE,,,,P-1399,Uni,,,,231342497
S-00167,U-0005,C-24297,Alva,9999990167,Vladimir,,,M,Unmarried,Indian,7301 MEADOWGATE DR,Same as Previous,12342489,,Btech,Cse,,,,P-1400,Axis,,,,231342498
S-00168,U-0005,C-24297,Alvaro,9999990168,Christopher,,,M,Unmarried,Indian,5518 SAGPOND WAY,Same as Previous,12342490,,Btech,IT,,,,P-1401,Icici,,,,231342499
S-00169,U-0005,C-24297,Alvera,9999990169,Tobias,,,M,Unmarried,Indian,33RD ST / 11TH AVE,Same as Previous,12342491,,Btech,Ece,,,,P-1402,Sbi,,,,231342500
S-00170,U-0005,C-24297,Alverta,9999990170,Walter,,,M,Unmarried,Indian,35 QUAY CT,Same as Previous,12342492,,Btech,Ece,,,,P-1403,Sbi,,,,231342501
S-00171,U-0005,C-24297,Alvin,9999990171,William,,,M,Unmarried,Indian,1814 19TH ST,Same as Previous,12342493,,Btech,ME,,,,P-1404,Pnb,,,,231342502
S-00172,U-0005,C-24297,Alvina,9999990172,Vincent,,,M,Unmarried,Indian,2505 52ND AVE,Same as Previous,12342494,,Btech,CE,,,,P-1405,Canara,,,,231342503
S-00173,U-0005,C-24297,Alyce,9999990173,Denton,,,M,Unmarried,Indian,5770 FREEPORT BLVD,Same as Previous,12342495,,Btech,ME,,,,P-1406,Sbi,,,,231342504
S-00174,U-0005,C-24297,Alycia,9999990174,Kevin,,,M,Unmarried,Indian,1751 BELL AVE,Same as Previous,12342496,,Btech,CE,,,,P-1407,Sbi,,,,231342505
S-00175,U-0005,C-24297,Alysa,9999990175,Chandler,,,M,Unmarried,Indian,3661 TRUXEL RD,Same as Previous,12342497,,Btech,Cse,,,,P-1408,Canara,,,,231342506
S-00176,U-0005,C-24297,Alyse,9999990176,Gregory,,,M,Unmarried,Indian,3904 MAY ST,Same as Previous,12342498,,Btech,Cse,,,,P-1409,Sbi,,,,231342507
S-00177,U-0005,C-24297,Alysha,9999990177,Donovan,,,M,Unmarried,Indian,1650 BAINES AVE,Same as Previous,12342499,,Btech,IT,,,,P-1410,Hdfc,,,,231342508
S-00178,U-0005,C-24297,Alysia,9999990178,Rahim,,,M,Unmarried,Indian,6272 MACK RD,Same as Previous,12342500,,Btech,Ece,,,,P-1411,Sbi,,,,231342509
S-00179,U-0005,C-24297,Alyson,9999990179,Barry,,,M,Unmarried,Indian,8389 FOLSOM BLVD,Same as Previous,12342501,,Btech,Ece,,,,P-1412,Axis,,,,231342510
S-00180,U-0005,C-24297,Alyssa,9999990180,Bevis,,,M,Unmarried,Indian,FOLSOM BLVD / WATT AVE,Same as Previous,12342502,,Btech,Cse,,,,P-1413,icici,,,,231342511
S-00181,U-0005,C-24297,Amada,9999990181,Colt,,,M,Unmarried,Indian,1801 BELL AVE,Same as Previous,12342503,,Btech,Cse,,,,P-1414,Uni,,,,231342512
S-00182,U-0005,C-24297,Amado,9999990182,Quamar,,,M,Unmarried,Indian,2314 Q ST,Same as Previous,12342504,,Btech,Me,,,,P-1415,Boi,,,,231342513
S-00183,U-0005,C-24297,Amal,9999990183,Jamal,,,M,Unmarried,Indian,2340 MOSSY BANK DR,Same as Previous,12342505,,Btech,Ce,,,,P-1416,Sbi ,,,,231342514
S-00184,U-0005,C-24297,Amalia,9999990184,Abdul,,,M,Unmarried,Indian,8101 COSUMNES RIVER BLVD,Same as Previous,12342506,,Btech,IT,,,,P-1417,Pnb,,,,231342515
S-00185,U-0005,C-24297,Amanda,9999990185,Baxter,,,M,Unmarried,Indian,J ST / 17TH ST,Same as Previous,12342507,,Btech,Cse,,,,P-1418,Sbi,,,,231342516
S-00186,U-0005,C-24297,Amber,9999990186,Hunter,,,M,Unmarried,Indian,8200 CENTER PKWY,Same as Previous,12342508,,Btech,IT,,,,P-1419,Pnb,,,,231342517
S-00187,U-0005,C-24297,Amberly,9999990187,Quentin,,,M,Unmarried,Indian,6421 SUN RIVER DR,Same as Previous,12342509,,Btech,IT,,,,P-1420,Hdfc,,,,231342518
S-00188,U-0005,C-24297,Ambrose,9999990188,Nolan,,,M,Unmarried,Indian,3715 IVY ST,Same as Previous,12342510,,Btech,CSE,,,,P-1421,Sbi,,,,231342519
S-00189,U-0005,C-24297,Amee,9999990189,Harper,,,M,Unmarried,Indian,3157 BRIDGEFORD DR,Same as Previous,12342511,,Btech,ECE,,,,P-1422,Uni,,,,231342520
S-00190,U-0005,C-24297,Amelia,9999990190,Joel,,,M,Unmarried,Indian,11TH ST / F ST,Same as Previous,12342512,,Btech,Cse,,,,P-1423,Axis,,,,231342521
S-00191,U-0005,C-24297,America,9999990191,Leroy,,,M,Unmarried,Indian,17TH ST / Q ST,Same as Previous,12342513,,Btech,IT,,,,P-1424,Icici,,,,231342522
S-00192,U-0005,C-24297,Ami,9999990192,Phelan,,,M,Unmarried,Indian,FRUITRIDGE RD / 53RD ST,Same as Previous,12342514,,Btech,Ece,,,,P-1425,Sbi,,,,231342523
S-00193,U-0005,C-24297,Amie,9999990193,Rigel,,,M,Unmarried,Indian,5301 FRUITRIDGE RD,Same as Previous,12342515,,Btech,Ece,,,,P-1426,Sbi,,,,231342524
S-00194,U-0005,C-24297,Amiee,9999990194,Malachi,,,M,Unmarried,Indian,2890 GROVE AVE,Same as Previous,12342516,,Btech,ME,,,,P-1427,Pnb,,,,231342525
S-00195,U-0005,C-24297,Amina,9999990195,James,,,M,Unmarried,Indian,2828 CONNIE DR,Same as Previous,12342517,,Btech,CE,,,,P-1428,Canara,,,,231342526
S-00196,U-0005,C-24297,Amira,9999990196,Carson,,,M,Unmarried,Indian,3700 32ND ST,Same as Previous,12342518,,Btech,ME,,,,P-1429,Sbi,,,,231342527
S-00197,U-0005,C-24297,Ammie,9999990197,Caleb,,,M,Unmarried,Indian,1632 BROADWAY,Same as Previous,12342519,,Btech,CE,,,,P-1430,Sbi,,,,231342528
S-00198,U-0005,C-24297,Amos,9999990198,Howard,,,M,Unmarried,Indian,1729 DIGGS PARK DR,Same as Previous,12342520,,Btech,Cse,,,,P-1431,Canara,,,,231342529
S-00199,U-0005,C-24297,Amparo,9999990199,Darius,,,M,Unmarried,Indian,5301 FRUITRIDGE RD,Same as Previous,12342521,,Btech,Cse,,,,P-1432,Sbi,,,,231342530
S-00200,U-0005,C-24297,Amy,9999990200,Neil,,,M,Unmarried,Indian,2700 DEL PASO RD,Same as Previous,12342522,,Btech,IT,,,,P-1433,Hdfc,,,,231342531
S-00201,U-0005,C-24297,An,9999990201,Harrison,,,M,Unmarried,Indian,7290 FRANKLIN BLVD,Same as Previous,12342523,,Btech,Ece,,,,P-1434,Sbi,,,,231342532
S-00202,U-0005,C-24297,Ana,9999990202,Addison,,,M,Unmarried,Indian,700 N 5TH ST,Same as Previous,12342524,,Btech,Ece,,,,P-1435,Axis,,,,231342533
S-00203,U-0005,C-24297,Anabel,9999990203,Castor,,,M,Unmarried,Indian,321 ELEANOR AVE,Same as Previous,12342525,,Btech,Cse,,,,P-1436,icici,,,,231342534
S-00204,U-0005,C-24297,Analisa,9999990204,Lucius,,,M,Unmarried,Indian,321 ELEANOR AVE,Same as Previous,12342526,,Btech,Cse,,,,P-1437,Uni,,,,231342535
S-00205,U-0005,C-24297,Anamaria,9999990205,Zachary,,,M,Unmarried,Indian,7659 MASTERS ST,Same as Previous,12342527,,Btech,Me,,,,P-1438,Boi,,,,231342536
S-00206,U-0005,C-24297,Anastacia,9999990206,Malik,,,M,Unmarried,Indian,3644 DAYTON ST,Same as Previous,12342528,,Btech,Ce,,,,P-1439,Sbi ,,,,231342537
S-00207,U-0005,C-24297,Anastasia,9999990207,Merrill,,,M,Unmarried,Indian,2800 BROADWAY,Same as Previous,12342529,,Btech,IT,,,,P-1440,Pnb,,,,231342538
S-00208,U-0005,C-24297,Andera,9999990208,Theodore,,,M,Unmarried,Indian,1418 E ST,Same as Previous,12342530,,Btech,Cse,,,,P-1441,Sbi,,,,231342539
S-00209,U-0005,C-24297,Anderson,9999990209,Jakeem,,,M,Unmarried,Indian,3514 37TH ST,Same as Previous,12342531,,Btech,IT,,,,P-1442,Pnb,,,,231342540
S-00210,U-0005,C-24297,Andra,9999990210,Zeus,,,M,Unmarried,Indian,227 JIBBOOM ST,Same as Previous,12342532,,Btech,IT,,,,P-1443,Hdfc,,,,231342541
S-00211,U-0005,C-24297,Andre,9999990211,Tarik,,,M,Unmarried,Indian,78 REDWOOD AVE,Same as Previous,12342533,,Btech,CSE,,,,P-1444,Sbi,,,,231342542
S-00212,U-0005,C-24297,Andre,9999990212,Reece,,,M,Unmarried,Indian,3311 LONG BRANCH CT,Same as Previous,12342534,,Btech,ECE,,,,P-1445,Uni,,,,231342543
S-00213,U-0005,C-24297,Andrea,9999990213,Quentin,,,M,Unmarried,Indian,1601 ARDEN WAY,Same as Previous,12342535,,Btech,Cse,,,,P-1446,Axis,,,,231342544
S-00214,U-0005,C-24297,Andrea,9999990214,Timon,,,M,Unmarried,Indian,1701 13TH ST,Same as Previous,12342536,,Btech,IT,,,,P-1447,Icici,,,,231342545
S-00215,U-0005,C-24297,Andreas,9999990215,Howard,,,M,Unmarried,Indian,7770 52ND AVE,Same as Previous,12342537,,Btech,Ece,,,,P-1448,Sbi,,,,231342546
S-00216,U-0005,C-24297,Andree,9999990216,Blake,,,M,Unmarried,Indian,2621 STONECREEK DR,Same as Previous,12342538,,Btech,Ece,,,,P-1449,Sbi,,,,231342547
S-00217,U-0005,C-24297,Andres,9999990217,Elton,,,M,Unmarried,Indian,EL CAMINO AVE / GROVE AVE,Same as Previous,12342539,,Btech,ME,,,,P-1450,Pnb,,,,231342548
S-00218,U-0005,C-24297,Andrew,9999990218,Sylvester,,,M,Unmarried,Indian,3200 TRUXEL RD,Same as Previous,12342540,,Btech,CE,,,,P-1451,Canara,,,,231342549
S-00219,U-0005,C-24297,Andrew,9999990219,Zeph,,,M,Unmarried,Indian,2540 VENTURE OAKS WAY,Same as Previous,12342541,,Btech,ME,,,,P-1452,Sbi,,,,231342550
S-00220,U-0005,C-24297,Andria,9999990220,Cain,,,M,Unmarried,Indian,1732 ELDRIDGE AVE,Same as Previous,12342542,,Btech,CE,,,,P-1453,Sbi,,,,231342551
S-00221,U-0005,C-24297,Andy,9999990221,Geoffrey,,,M,Unmarried,Indian,23RD ST / Q ST,Same as Previous,12342543,,Btech,Cse,,,,P-1454,Canara,,,,231342552
S-00222,U-0005,C-24297,Anette,9999990222,Malachi,,,M,Unmarried,Indian,NORTHGATE BLVD / ROSIN CT,Same as Previous,12342544,,Btech,Cse,,,,P-1455,Sbi,,,,231342553
S-00223,U-0005,C-24297,Angel,9999990223,Jermaine,,,M,Unmarried,Indian,5530 STOCKTON BLVD,Same as Previous,12342545,,Btech,IT,,,,P-1456,Hdfc,,,,231342554
S-00224,U-0005,C-24297,Angel,9999990224,Hedley,,,M,Unmarried,Indian,FRANKLIN BLVD / FLORIN RD,Same as Previous,12342546,,Btech,Ece,,,,P-1457,Sbi,,,,231342555
S-00225,U-0005,C-24297,Angela,9999990225,Dylan,,,M,Unmarried,Indian,1609 BOWLING GREEN DR,Same as Previous,12342547,,Btech,Ece,,,,P-1458,Axis,,,,231342556
S-00226,U-0005,C-24297,Angele,9999990226,Hamish,,,M,Unmarried,Indian,1422 BREWERTON DR,Same as Previous,12342548,,Btech,Cse,,,,P-1459,icici,,,,231342557
S-00227,U-0005,C-24297,Angelena,9999990227,Harlan,,,M,Unmarried,Indian,2000 DEL PASO BLVD,Same as Previous,12342549,,Btech,Cse,,,,P-1460,Uni,,,,231342558
S-00228,U-0005,C-24297,Angeles,9999990228,Xenos,,,M,Unmarried,Indian,MCGLASHAN ST / PERRY AVE,Same as Previous,12342550,,Btech,Me,,,,P-1461,Boi,,,,231342559
S-00229,U-0005,C-24297,Angelia,9999990229,Abraham,,,M,Unmarried,Indian,PERRY AVE / 46TH ST,Same as Previous,12342551,,Btech,Ce,,,,P-1462,Sbi ,,,,231342560
S-00230,U-0005,C-24297,Angelic,9999990230,Ferdinand,,,M,Unmarried,Indian,8552 ERINBROOK WAY,Same as Previous,12342552,,Btech,IT,,,,P-1463,Pnb,,,,231342561
S-00231,U-0005,C-24297,Angelica,9999990231,Dorian,,,M,Unmarried,Indian,4100 NORTHGATE BLVD,Same as Previous,12342553,,Btech,Cse,,,,P-1464,Sbi,,,,231342562
S-00232,U-0005,C-24297,Angelika,9999990232,Alec,,,M,Unmarried,Indian,7901 34TH AVE,Same as Previous,12342554,,Btech,IT,,,,P-1465,Pnb,,,,231342563
S-00233,U-0005,C-24297,Angelina,9999990233,John,,,M,Unmarried,Indian,630 JESSIE AVE,Same as Previous,12342555,,Btech,IT,,,,P-1466,Hdfc,,,,231342564
S-00234,U-0005,C-24297,Angeline,9999990234,Kamal,,,M,Unmarried,Indian,4 WAYNE CT,Same as Previous,12342556,,Btech,CSE,,,,P-1467,Sbi,,,,231342565
S-00235,U-0005,C-24297,Angelique,9999990235,Hayden,,,M,Unmarried,Indian,3800 STOCKTON BLVD,Same as Previous,12342557,,Btech,ECE,,,,P-1468,Uni,,,,231342566
S-00236,U-0005,C-24297,Angelita,9999990236,Dante,,,M,Unmarried,Indian,5907 BAMFORD DR,Same as Previous,12342558,,Btech,Cse,,,,P-1469,Axis,,,,231342567
S-00237,U-0005,C-24297,Angella,9999990237,Addison,,,M,Unmarried,Indian,5425 RIO LINDA BLVD,Same as Previous,12342559,,Btech,IT,,,,P-1470,Icici,,,,231342568
S-00238,U-0005,C-24297,Angelo,9999990238,Marvin,,,M,Unmarried,Indian,2ND ST / I ST,Same as Previous,12342560,,Btech,Ece,,,,P-1471,Sbi,,,,231342569
S-00239,U-0005,C-24297,Angelo,9999990239,Duncan,,,M,Unmarried,Indian,23RD ST / J ST,Same as Previous,12342561,,Btech,Ece,,,,P-1472,Sbi,,,,231342570
S-00240,U-0005,C-24297,Angelyn,9999990240,Slade,,,M,Unmarried,Indian,2116 MABRY DR,Same as Previous,12342562,,Btech,ME,,,,P-1473,Pnb,,,,231342571
S-00241,U-0005,C-24297,Angie,9999990241,Herman,,,M,Unmarried,Indian,1906 BOWLING GREEN DR,Same as Previous,12342563,,Btech,CE,,,,P-1474,Canara,,,,231342572
S-00242,U-0005,C-24297,Angila,9999990242,Isaiah,,,M,Unmarried,Indian,330 U ST,Same as Previous,12342564,,Btech,ME,,,,P-1475,Sbi,,,,231342573
S-00243,U-0005,C-24297,Angla,9999990243,Galvin,,,M,Unmarried,Indian,PRINCETON ST / GLENROSE AVE,Same as Previous,12342565,,Btech,CE,,,,P-1476,Sbi,,,,231342574
S-00244,U-0005,C-24297,Angle,9999990244,Dieter,,,M,Unmarried,Indian,INDIANA AVE / NORTHGATE BLVD,Same as Previous,12342566,,Btech,Cse,,,,P-1477,Canara,,,,231342575
S-00245,U-0005,C-24297,Anglea,9999990245,Jacob,,,M,Unmarried,Indian,LEXINGTON ST / FRIENZA AVE,Same as Previous,12342567,,Btech,Cse,,,,P-1478,Sbi,,,,231342576
S-00246,U-0005,C-24193,Anh,9999990246,Ishmael,,,M,Unmarried,Indian,65 BRENTFORD CIR,Same as Previous,12342568,,Btech,IT,,,,P-1479,Hdfc,,,,231342577
S-00247,U-0005,C-24193,Anibal,9999990247,Jarrod,,,M,Unmarried,Indian,VALLEY HI DR / CENTER PKWY,Same as Previous,12342569,,Btech,Ece,,,,P-1480,Sbi,,,,231342578
S-00248,U-0005,C-24193,Anika,9999990248,Omar,,,M,Unmarried,Indian,34TH ST / Y ST,Same as Previous,12342570,,Btech,Ece,,,,P-1481,Axis,,,,231342579
S-00249,U-0005,C-24193,Anisa,9999990249,Upton,,,M,Unmarried,Indian,13TH ST / G ST,Same as Previous,12342571,,Btech,Cse,,,,P-1482,icici,,,,231342580
S-00250,U-0005,C-24193,Anisha,9999990250,Clinton,,,M,Unmarried,Indian,1311 63RD ST,Same as Previous,12342572,,Btech,Cse,,,,P-1483,Uni,,,,231342581
S-00251,U-0005,C-24193,Anissa,9999990251,Levi,,,M,Unmarried,Indian,4911 8TH AVE,Same as Previous,12342573,,Btech,Me,,,,P-1484,Boi,,,,231342582
S-00252,U-0005,C-24193,Anita,9999990252,Carson,,,M,Unmarried,Indian,3845 SEA FOREST WAY,Same as Previous,12342574,,Btech,Ce,,,,P-1485,Sbi ,,,,231342583
S-00253,U-0005,C-24193,Anitra,9999990253,Vernon,,,M,Unmarried,Indian,2481 KRAMERIA AVE,Same as Previous,12342575,,Btech,IT,,,,P-1486,Pnb,,,,231342584
S-00254,U-0005,C-24193,Anja,9999990254,Gannon,,,M,Unmarried,Indian,6550 PARK RIVIERA WAY,Same as Previous,12342576,,Btech,Cse,,,,P-1487,Sbi,,,,231342585
S-00255,U-0005,C-24193,Anjanette,9999990255,Baker,,,M,Unmarried,Indian,2531 S ST,Same as Previous,12342577,,Btech,IT,,,,P-1488,Pnb,,,,231342586
S-00256,U-0005,C-24193,Anjelica,9999990256,Eaton,,,M,Unmarried,Indian,6730 4TH AVE,Same as Previous,12342578,,Btech,IT,,,,P-1489,Hdfc,,,,231342587
S-00257,U-0005,C-24193,Ann,9999990257,Wayne,,,M,Unmarried,Indian,200 BICENTENNIAL CIR,Same as Previous,12342579,,Btech,CSE,,,,P-1490,Sbi,,,,231342588
S-00258,U-0005,C-24193,Anna,9999990258,Jeremy,,,M,Unmarried,Indian,2311 RIVER PLAZA DR,Same as Previous,12342580,,Btech,ECE,,,,P-1491,Uni,,,,231342589
S-00259,U-0005,C-24193,Annabel,9999990259,Brock,,,M,Unmarried,Indian,3251 SAN JOSE WAY,Same as Previous,12342581,,Btech,Cse,,,,P-1492,Axis,,,,231342590
S-00260,U-0005,C-24193,Annabell,9999990260,Kennan,,,M,Unmarried,Indian,12TH AVE / LISSETTA AVE,Same as Previous,12342582,,Btech,IT,,,,P-1493,Icici,,,,231342591
S-00261,U-0005,C-24193,Annabelle,9999990261,Dennis,,,M,Unmarried,Indian,3345 MABEL ST,Same as Previous,12342583,,Btech,Ece,,,,P-1494,Sbi,,,,231342592
S-00262,U-0005,C-24193,Annalee,9999990262,Garth,,,M,Unmarried,Indian,1549 JANRICK AVE,Same as Previous,12342584,,Btech,Ece,,,,P-1495,Sbi,,,,231342593
S-00263,U-0005,C-24193,Annalisa,9999990263,Neil,,,M,Unmarried,Indian,4108 WEYMOUTH LN,Same as Previous,12342585,,Btech,ME,,,,P-1496,Pnb,,,,231342594
S-00264,U-0005,C-24193,Annamae,9999990264,Lewis,,,M,Unmarried,Indian,621 CLAIRE AVE,Same as Previous,12342586,,Btech,CE,,,,P-1497,Canara,,,,231342595
S-00265,U-0005,C-24193,Annamaria,9999990265,Aristotle,,,M,Unmarried,Indian,930 43RD AVE,Same as Previous,12342587,,Btech,ME,,,,P-1498,Sbi,,,,231342596
S-00266,U-0005,C-24193,Annamarie,9999990266,Tyrone,,,M,Unmarried,Indian,SAN JUAN RD / BANDON WAY,Same as Previous,12342588,,Btech,CE,,,,P-1499,Sbi,,,,231342597
S-00267,U-0005,C-24193,Anne,9999990267,Vladimir,,,M,Unmarried,Indian,24TH ST / TEEKAY WAY,Same as Previous,12342589,,Btech,Cse,,,,P-1500,Canara,,,,231342598
S-00268,U-0005,C-24193,Anneliese,9999990268,Christopher,,,M,Unmarried,Indian,BRUCEVILLE RD / CALVINE RD,Same as Previous,12342590,,Btech,Cse,,,,P-1501,Sbi,,,,231342599
S-00269,U-0005,C-24193,Annelle,9999990269,Tobias,,,M,Unmarried,Indian,2912 CAMARILLO DR,Same as Previous,12342591,,Btech,IT,,,,P-1502,Hdfc,,,,231342600
S-00270,U-0005,C-24193,Annemarie,9999990270,Walter,,,M,Unmarried,Indian,8461 TAMBOR WAY,Same as Previous,12342592,,Btech,Ece,,,,P-1503,Sbi,,,,231342601
S-00271,U-0005,C-24193,Annett,9999990271,William,,,M,Unmarried,Indian,6421 RIVERSIDE BLVD,Same as Previous,12342593,,Btech,Ece,,,,P-1504,Axis,,,,231342602
S-00272,U-0005,C-24193,Annetta,9999990272,Vincent,,,M,Unmarried,Indian,7553 GREENHAVEN DR,Same as Previous,12342594,,Btech,Cse,,,,P-1505,icici,,,,231342603
S-00273,U-0005,C-24193,Annette,9999990273,Denton,,,M,Unmarried,Indian,35TH ST / BROADWAY,Same as Previous,12342595,,Btech,Cse,,,,P-1506,Uni,,,,231342604
S-00274,U-0005,C-24193,Annice,9999990274,Kevin,,,M,Unmarried,Indian,15TH ST / C ST,Same as Previous,12342596,,Btech,Me,,,,P-1507,Boi,,,,231342605
S-00275,U-0005,C-24193,Annie,9999990275,Chandler,,,M,Unmarried,Indian,1595 SILICA AVE,Same as Previous,12342597,,Btech,Ce,,,,P-1508,Sbi ,,,,231342606
S-00276,U-0005,C-24193,Annika,9999990276,Gregory,,,M,Unmarried,Indian,ELIZA ST / LOUISE ST,Same as Previous,12342598,,Btech,IT,,,,P-1509,Pnb,,,,231342607
S-00277,U-0005,C-24193,Annis,9999990277,Donovan,,,M,Unmarried,Indian,1240 ALDER TREE WAY,Same as Previous,12342599,,Btech,Cse,,,,P-1510,Sbi,,,,231342608
S-00278,U-0005,C-24193,Annita,9999990278,Rahim,,,M,Unmarried,Indian,3205 42ND ST,Same as Previous,12342600,,Btech,IT,,,,P-1511,Pnb,,,,231342609
S-00279,U-0005,C-24193,Annmarie,9999990279,Barry,,,M,Unmarried,Indian,1515 NORTH AVE,Same as Previous,12342601,,Btech,IT,,,,P-1512,Hdfc,,,,231342610
S-00280,U-0005,C-24193,Anthony,9999990280,Bevis,,,M,Unmarried,Indian,2801 L ST,Same as Previous,12342602,,Btech,CSE,,,,P-1513,Sbi,,,,231342611
S-00281,U-0005,C-24193,Anthony,9999990281,Colt,,,M,Unmarried,Indian,2628 27TH ST,Same as Previous,12342603,,Btech,ECE,,,,P-1514,Uni,,,,231342612
S-00282,U-0005,C-24193,Antione,9999990282,Quamar,,,M,Unmarried,Indian,3720 CYPRESS ST,Same as Previous,12342604,,Btech,Cse,,,,P-1515,Axis,,,,231342613
S-00283,U-0005,C-24193,Antionette,9999990283,Jamal,,,M,Unmarried,Indian,ETHAN WAY / HALLMARK DR,Same as Previous,12342605,,Btech,IT,,,,P-1516,Icici,,,,231342614
S-00284,U-0005,C-24193,Antoine,9999990284,Abdul,,,M,Unmarried,Indian,4635 POWER INN RD,Same as Previous,12342606,,Btech,Ece,,,,P-1517,Sbi,,,,231342615
