Aadhar No,Full Name,Date Of Birth,Gender,Address,Fathers Name
9999990366,Carl Jackson,01-Mar-07,M,4901 ALCOTT DR,
9999990367,Carl Jackson,01-Feb-06,M,2881 38TH AVE,
9999990368,Carl Jackson,01-Jun-03,M,8256 VILLAGE CREEK WAY,
9999990369,Alan Barnes,28-Jan-06,M,260 ODELL CIR,
9999990370,Charlotte Melton,02-Apr-08,M,7821 ALTA VALLEY DR,
9999990371,Beth Thompson,18-Dec-06,M,BELLEVIEW AVE / FRUITRIDGE RD,
9999990372,Bryan Mills,01-Sep-07,M,1776 SOUTH AVE,
9999990373,Alan Barnes,01-Oct-07,M,2224 BELL AVE,
9999990374,Alan Barnes,01-May-06,M,7293 FARM DALE WAY,
9999990375,Beth Paige,01-Sep-06,M,7661 SKIROS WAY,
9999990376,Mike Pelletier,01-Sep-07,M,8TH ST / L ST,
9999990377,Delfina Latchford,24-Mar-08,M,2660 STONECREEK DR,
9999990378,Susan Vittorini,01-Apr-07,M,YREKA AVE / CANYON TREE DR,
9999990379,Dorothy Wardle,01-Jan-08,M,906 12TH ST,
9999990380,Dorothy Wardle,01-Oct-07,M,1861 GLENROSE AVE,
9999990381,Dorothy Wardle,01-Oct-06,M,19TH ST / P ST,
9999990382,Susan Vittorini,05-Mar-08,M,19TH ST / J ST,
9999990383,Jamie Kunitz,20-Nov-07,M,2451 MEADOWVIEW RD,
9999990384,Fred Wasserman,01-Oct-06,M,2828 AQUINO DR,
9999990385,Doug Bickford,01-Oct-06,M,NORTHGATE BLVD / RIO TIERRA AVE,
9999990386,Fred Wasserman,01-Mar-06,M,4500 TRUXEL RD,
9999990387,Susan Vittorini,01-Dec-06,M,300 CURRAN AVE,
9999990388,Doug Bickford,01-Aug-07,M,18TH ST / V ST W ST ALY,
9999990389,Claudia Miner,01-Jan-08,M,757 ALAMOS AVE,
9999990390,Claudia Miner,01-Jan-06,M,2304 OAKMONT ST,
9999990391,Frank Price,01-Jul-07,M,1230 J ST,
9999990392,Frank Price,01-Jul-07,M,NORTHGATE BLVD / SAN JUAN RD,
9999990393,Dorothy Wardle,01-Jul-07,M,4940 MACK RD,
9999990394,Dorothy Wardle,01-Aug-07,M,EDGEWATER RD / EL CAMINO AVE,
9999990395,Dorothy Wardle,01-May-07,M,426 CLAIRE AVE,
9999990396,Allen Rosenblatt,01-Jan-08,M,4101 INNOVATOR DR,
9999990397,Dorothy Wardle,01-Jul-07,M,3962 3RD AVE,
9999990398,Julia West,01-May-06,M,8025 WAGON TRAIL WAY,
9999990399,Ralph Knight,01-Jul-07,M,412 ARCADE BLVD,
9999990400,Michelle Lonsdale,01-May-07,M,219 S ST,
9999990401,Charlotte Melton,01-Jun-06,M,215 S ST,
9999990402,Charlotte Melton,01-Nov-06,M,217 S ST,
9999990403,Allen Rosenblatt,01-Mar-07,M,5720 HOLSTEIN WAY,
9999990404,Neola Schneider,18-Nov-03,M,1460 WOODRIDGE OAK WAY,
9999990405,Neola Schneider,24-Apr-03,M,4782 KIT WAY,
9999990406,Joy Bell,01-Jan-07,M,1401 TIVERTON AVE,
9999990407,Monica Federle,18-Mar-08,M,LAS PALMAS AVE / ALTOS AVE,
9999990408,Jamie Kunitz,15-Jul-03,M,8120 TIMBERLAKE WAY,
9999990409,Susan Vittorini,01-May-07,M,7530 RUSH RIVER DR,
9999990410,Susan Vittorini,01-Sep-06,M,99 VILLAGE CIR,
9999990411,Susan Vittorini,01-May-06,M,JIBBOOM ST / RICHARDS BLVD,
9999990412,Charles McCrossin,01-Dec-07,M,1ST AVE / ALHAMBRA BLVD,
9999990413,Cari Schnelling,01-Aug-07,M,5560 MCGLASHAN ST,
9999990414,Doug Bickford,01-Sep-07,M,19TH ST / CAPITOL AVE,
9999990415,Don Miller,01-Sep-07,M,6815 24TH ST,
9999990416,Don Miller,01-Feb-08,M,4918 KOKOMO DR,
9999990417,Fred Wasserman,01-Jul-07,M,2412 E ST,
9999990418,Bryan Mills,01-Sep-07,M,610 BERCUT DR,
9999990419,Carlos Daly,01-Jun-07,M,7767 LA RIVIERA DR,
9999990420,Joy Bell,01-Jan-08,M,23RD ST / CAPITOL AVE,
9999990421,Claudia Miner,14-Jan-08,M,4673 DANROTH DR,
9999990422,Claudia Miner,10-Jul-08,M,1245 27TH AVE,
9999990423,Beth Thompson,02-Jun-08,M,1470 MATHEWS WAY,
9999990424,Allen Rosenblatt,01-Sep-07,M,715 L ST,
9999990425,Beth Thompson,01-Apr-06,M,6230 GREENHAVEN DR,
9999990426,Beth Thompson,26-Feb-08,M,1045 GRAND AVE,
9999990427,Susan Vittorini,01-Jul-07,M,1824 DAWNELLE WAY,
9999990428,Sylvia Foulston,01-Oct-07,M,950 ELEANOR AVE,
9999990429,Joy Bell,01-Oct-07,M,4555 FRANCIS CT,
9999990430,Becky Castell,01-Oct-07,M,4555 FRANCIS CT,
9999990431,Carlos Daly,28-Jan-08,M,2170 20TH AVE,
9999990432,Cari Schnelling,01-May-07,M,3900 ROSEVILLE RD,
9999990433,Jim Radford,01-Aug-07,M,416 28TH ST,
9999990434,Allen Rosenblatt,18-Dec-07,M,3800 DIDCOT CIR,
9999990435,Dorothy Badders,01-May-07,M,TRUXEL RD / I 80 EB,
9999990436,Dorothy Badders,01-Oct-07,M,8531 THYS CT,
9999990437,Mike Pelletier,12-Mar-08,M,BROADWAY / 20TH ST,
9999990438,Mike Pelletier,18-Jun-08,M,7024 MAITA CIR,
9999990439,Doug Bickford,01-Oct-06,M,3526 37TH ST,
9999990440,Doug Bickford,01-Oct-07,M,61ST ST / 19TH AVE,
9999990441,Susan Vittorini,01-Jul-05,M,7767 21ST AVE,
9999990442,Andrew Gjertsen,01-Jan-08,M,5303 FRANKLIN BLVD,
9999990443,Muhammed MacIntyre,01-Apr-06,M,3180 GUADALAJARA WAY,
9999990444,Muhammed MacIntyre,01-Feb-08,M,N B ST / N 7TH ST,
9999990445,Muhammed MacIntyre,12-May-08,M,1820 FRIENZA AVE,
9999990446,Muhammed MacIntyre,01-Oct-07,M,48 ROSE MEAD CIR,
9999990447,Jim Radford,01-Aug-07,M,1671 PEBBLEWOOD DR,
9999990448,Bryan Davis,25-Mar-08,M,SELMA ST / DIXIEANNE AVE,
9999990449,Anthony Johnson,01-Feb-08,M,10TH ST / K ST,
9999990450,Anthony Johnson,01-Sep-07,M,27TH ST / E ST,
9999990451,Doug Bickford,01-Dec-04,M,4520 BROOKFIELD DR,
9999990452,Carlos Daly,13-Mar-07,M,POCKET RD / COLEMAN RANCH WAY,
9999990453,Don Miller,01-Aug-06,M,BANDON WAY / DEVRI CT,
9999990454,Don Jones,01-Oct-07,M,CENTER PKWY / LERNER WAY,
9999990455,Chad Cunningham,01-Feb-07,M,14TH ST / J ST,
9999990456,Ralph Arnett,09-Mar-08,M,15 BUSINESS PARK WAY,
9999990457,Ralph Arnett,01-Dec-06,M,780 GREG THATCH CIR,
9999990458,Nicole Hansen,01-Oct-07,M,4500 TYNEBOURNE ST,
9999990459,Fred Wasserman,01-Oct-07,M,7231 GREENHAVEN DR,
9999990460,Bryan Mills,18-Mar-08,M,3900 ROSEVILLE RD,
9999990461,Ralph Arnett,01-Oct-07,M,5TH ST / J ST,
9999990462,Doug Bickford,03-Mar-08,M,1028 LAKE GLEN WAY,
9999990463,Eugene Barchas,01-Jun-06,M,1701 ARDEN WAY,
9999990464,Brad Eason,01-Jul-04,M,10TH AVE / 34TH ST,
9999990465,Brad Eason,01-Jun-03,M,4969 TORONTO WAY,
9999990466,Dorothy Wardle,29-Feb-08,M,1904 HELENA AVE,
9999990467,Ralph Knight,06-Mar-08,M,3916 BELDEN ST,
9999990468,Sylvia Foulston,15-Apr-05,M,7060 ROCK CREEK WAY,
9999990469,Neola Schneider,01-Oct-07,M,5241 9TH AVE,
9999990470,Neola Schneider,01-Sep-07,F,NORTHGATE BLVD / JEFFERSON AVE,
9999990471,Grant Carroll,01-Aug-07,F,2951 LOGANSPORT DR,
9999990472,Grant Carroll,01-Aug-07,F,FRANKLIN BLVD / 11TH AVE,
9999990473,Grant Carroll,01-Jun-05,F,TORRANCE AVE / 32ND ST,
9999990474,Julia West,23-Jul-07,F,1800 2ND ST,
9999990475,Muhammed MacIntyre,01-Oct-07,F,55 QUASAR CIR,
9999990476,Susan Vittorini,03-Apr-08,F,H ST / 50TH ST,
9999990477,Sylvia Foulston,21-Feb-07,F,2420 S ST,
9999990478,Doug Bickford,08-Oct-07,F,2681 FAIRFIELD ST,
9999990479,Doug Bickford,01-Oct-07,F,4830 J ST,
9999990480,Doug Bickford,01-Nov-06,F,21ST ST / I ST J ST ALY,
9999990481,Dorothy Badders,01-Oct-05,F,316 ROUNDTREE CT,
9999990482,Henry Goldwyn,01-Mar-05,F,8TH ST / K ST,
9999990483,Henry Goldwyn,01-Nov-07,F,BROOKFIELD DR / TEAK CT,
9999990484,Henry Goldwyn,01-Feb-07,F,3581 TAYLOR ST,
9999990485,Grant Carroll,01-May-07,F,2541 ALBATROSS WAY,
9999990486,Chad Cunningham,01-Jun-06,F,33RD ST / 12TH AVE,
9999990487,Beth Thompson,01-Oct-07,F,SANDBURG DR / CAMELLIA AVE,
9999990488,Beth Thompson,01-Nov-07,F,8545 FOLSOM BLVD,
9999990489,Andrew Gjertsen,01-Apr-06,F,5400 RALEY BLVD,
9999990490,Andrew Gjertsen,01-Sep-07,F,575 DISPLAY WAY,
9999990491,Sylvia Foulston,01-Mar-99,F,701 12TH ST,
9999990492,Michelle Lonsdale,01-Sep-07,F,NEASHAM CIR / FRONT ST,
9999990493,Michelle Lonsdale,01-Nov-07,F,21ST ST / S ST,
9999990494,Cari Schnelling,01-Oct-07,F,6278 RIVERSIDE BLVD,
9999990495,Henry Goldwyn,01-Aug-07,F,2730 FLORIN RD,
9999990496,Edward Hooks,20-Jun-08,F,3845 MARYSVILLE BLVD,
9999990497,Brendan Dodson,01-Dec-06,F,FRANKLIN BLVD / MEADOWGATE DR,
9999990498,Brendan Dodson,01-Nov-07,F,10 FIG LEAF CT,
9999990499,Harold Engle,01-Jan-07,F,2055 W EL CAMINO AVE,
9999990500,Roy French,18-Oct-07,F,2815 CONNIE DR,
9999990501,Helen Abelman,01-Apr-08,F,2727 RIVER PLAZA DR,
9999990502,Guy Armstrong,01-Nov-07,F,9TH ST / CAPITOL MALL,
9999990503,Jennifer Braxton,01-Nov-07,F,5700 MACK RD,
9999990504,Giulietta Baptist,26-May-08,F,7403 FLORES WAY,
9999990505,Jack Lebron,01-Sep-07,F,20TH AVE / FREEPORT BLVD,
9999990506,Jack Lebron,01-Dec-07,F,22ND ST / I ST,
9999990507,Erica Bern,01-Dec-07,F,1221 RIVERA DR,
9999990508,Erica Bern,01-Jan-07,F,19TH ST / R ST S ST ALY,
9999990509,Helen Abelman,01-Sep-07,F,2411 P ST,
9999990510,Guy Armstrong,01-Dec-07,F,2832 GRASSLANDS DR,
9999990511,Helen Abelman,01-Jun-07,F,20TH ST / I ST,
9999990512,Christopher Schild,01-Dec-07,F,3550 MARYSVILLE BLVD,
9999990513,Roy French,01-Nov-07,F,CENTER PKWY / CALVINE RD,
9999990514,Roy French,01-Dec-07,F,1532 ROSALIND ST,
9999990515,Jennifer Braxton,01-Oct-06,F,O ST / 2ND ST,
9999990516,Jennifer Braxton,01-Dec-07,F,3543 1ST AVE,
9999990517,Joy Smith,01-Apr-05,F,4 VINTON CT,
9999990518,Evan Minnotte,01-Jan-06,F,3RD ST / J ST,
9999990519,Evan Minnotte,01-Jul-06,F,4488 1/2 65TH ST,
9999990520,Jenna Caffey,01-Mar-07,F,3422 9TH AVE,
9999990521,Harold Engle,01-Dec-07,F,2156 WELLER WAY,
9999990522,Harold Engle,09-Apr-08,F,16TH ST / G ST,
9999990523,Harold Engle,01-Dec-07,F,FOLSOM BLVD / JACKSON RD,
9999990524,Harold Engle,01-Jan-06,F,8548 HERMITAGE WAY,
9999990525,Harold Engle,01-Apr-04,F,3832 HURON ST,
9999990526,Hilary Holden,01-Dec-06,F,30TH ST / CAPITOL AVE,
9999990527,Hilary Holden,31-Mar-08,F,2242 ROYALE RD,
9999990528,Hilary Holden,01-Oct-06,F,4700 CREST DR,
9999990529,Hilary Holden,01-Sep-07,F,3437 JOLA CIR,
9999990530,Christopher Schild,01-Jan-07,F,EMMONS ST / MACARTHUR ST,
9999990531,Harold Engle,01-Mar-08,F,17TH ST / J ST,
9999990532,Greg Guthrie,01-May-05,F,699 RIVERCREST DR,
9999990533,Greg Guthrie,01-Jun-06,F,144 CEDAR ROCK CIR,
9999990534,Greg Guthrie,01-May-05,F,5303 FRANKLIN BLVD,
9999990535,Greg Guthrie,29-Jan-08,F,3555 AUBURN BLVD,
9999990536,Guy Armstrong,01-May-06,F,GATEWAY PARK BLVD / ARENA BLVD,
9999990537,Guy Armstrong,01-May-07,M,1443 HOPKINS ST,
9999990538,Joy Smith,01-Apr-04,M,2628 27TH ST,
9999990539,Joy Smith,01-Feb-05,M,2750 SUTTERVILLE RD,
9999990540,Erica Bern,08-Feb-08,M,3375 SMOKE TREE DR,
9999990541,Erica Bern,01-Oct-06,F,MACK RD / HWY 99 NB,
9999990542,Dan Reichenbach,13-Apr-08,M,NATOMAS BLVD / CLUB CENTER DR,
9999990543,Erica Bern,01-Dec-06,M,2827 MENDEL WAY,
9999990544,Guy Armstrong,01-Dec-07,M,1900 DANBROOK DR,
9999990545,Guy Armstrong,01-May-07,M,I ST / 16TH ST,
9999990546,Evan Minnotte,01-Jan-08,F,MUIR WAY / MCCLATCHY WAY,
9999990547,Joy Smith,01-May-00,M,113 K ST,
9999990548,Joy Smith,01-Apr-99,M,5959 LEMON PARK WAY,
9999990549,Joy Smith,01-Oct-99,M,715 L ST,
9999990550,Paul Gonzalez,01-Feb-07,M,33RD ST / 12TH AVE,
9999990551,Filia McAdams,01-Jan-08,F,3381 SHADOW TREE DR,
9999990552,Joy Smith,01-Jan-08,M,FRUITRIDGE RD / FRANKLIN BLVD,
9999990553,Greg Guthrie,01-Oct-05,M,3904 MAY ST,
9999990554,Greg Guthrie,01-Aug-04,M,18TH ST / K ST,
9999990555,Joy Smith,01-Feb-05,M,3211 DEL MAR WAY,
9999990556,Joy Smith,01-Jan-08,F,1780 71ST AVE,
9999990557,Greg Guthrie,01-Jan-07,M,12TH ST / T ST,
9999990558,Greg Guthrie,01-Jan-08,M,19TH ST / I ST,
9999990559,Jack Lebron,01-Apr-07,M,2285 JOHN STILL DR,
9999990560,Joy Smith,01-Aug-07,M,FLORIN PERKINS RD / JACKSON RD,
9999990561,Evan Minnotte,01-Aug-06,F,1200 N B ST,
9999990562,Chuck Magee,01-Oct-07,M,428 W SILVER EAGLE RD,
9999990563,Chuck Magee,11-Apr-07,M,712 MOREY AVE,
9999990564,Filia McAdams,01-Jan-08,M,925 L ST,
9999990565,Jack Lebron,01-Jan-08,M,7678 CANOVA WAY,
9999990566,Jack Lebron,13-Jul-08,F,166 STANFORD AVE,
9999990567,Jack Lebron,01-Oct-06,M,593 LELANDHAVEN WAY,
9999990568,Harold Engle,01-Jul-08,M,STANFORD AVE / EDGEWATER RD,
9999990569,Harold Engle,01-Sep-05,M,21ST ST / MATSON DR,
9999990570,Jack Lebron,01-Jun-06,M,7328 LUTHER DR,
9999990571,Jack Lebron,01-Feb-07,F,1522 SILICA AVE,
9999990572,Frank Atkinson,01-May-07,M,GLORIA DR / FLORIN RD,
9999990573,Frank Atkinson,01-Jun-06,M,BROADWAY / SAN RAFAEL CT,
9999990574,Jack Lebron,01-Jan-08,M,3500 FLORIN RD,
9999990575,Jack Lebron,01-Jun-07,M,3500 FLORIN RD,
9999990576,Evan Minnotte,01-Mar-05,F,5 RESTORATION CT,
9999990577,Joy Smith,01-Mar-06,M,200 N 16TH ST,
9999990578,Dan Reichenbach,01-Jan-07,M,1417 AUBURN BLVD,
9999990579,Jack Lebron,01-Jan-08,M,1417 AUBURN BLVD,
9999990580,Frank Atkinson,01-Jan-08,M,3501 MEADOWVIEW RD,
9999990581,Frank Atkinson,22-Jul-08,F,5501 POWER INN RD,
9999990582,Erica Bern,01-Jan-08,M,1669 ARDEN WAY,
9999990583,Jack Lebron,01-May-07,M,3291 TRUXEL RD,
9999990584,Filia McAdams,01-Jan-08,M,16TH ST / CAPITOL AVE N ST ALY,
9999990585,Jack Lebron,01-Feb-07,M,EL MANGO WAY / SAVANNAH LN,
9999990586,Jack Lebron,01-Mar-06,F,1920 T ST,
9999990587,Giulietta Baptist,01-Feb-07,M,1920 T ST,
9999990588,Joy Smith,01-Nov-06,M,8785 CENTER PKWY,
9999990589,Joy Smith,01-Jan-07,M,7012 WOODBINE AVE,
9999990590,Joy Smith,01-Jul-08,M,211 30TH ST,
9999990591,Greg Guthrie,29-Jul-05,F,1725 FRIENZA AVE,
9999990592,Carlos Soltero,01-Jan-08,M,5741 63RD ST,
9999990593,Carlos Soltero,08-May-08,M,3150 J ST,
9999990594,Harold Engle,07-Feb-08,M,5108 CAMINO ROYALE DR,
9999990595,Erica Bern,01-Jan-08,M,2808 MENDEL WAY,
9999990596,Erica Bern,01-May-06,F,7707 COLLEGE TOWN DR,
9999990597,Hilary Holden,05-Jul-07,M,1701 ARDEN WAY,
9999990598,Hilary Holden,11-Feb-08,M,STOCKTON BLVD / SHERMAN WAY,
9999990599,Jack Lebron,01-Feb-08,M,14TH AVE / MARTIN LUTHER KING JR BLVD,
9999990600,Filia McAdams,01-Feb-08,M,6 WINDANCE CT,
9999990601,Filia McAdams,29-Aug-07,F,4312 PINELL ST,
9999990602,Greg Guthrie,01-Dec-07,M,3555 AUBURN BLVD,
9999990603,Greg Guthrie,21-Jul-08,M,K ST / 7TH ST,
9999990604,Harold Engle,01-Jul-05,M,8001 BRUCEVILLE RD,
9999990605,Philip Brown,01-Jun-07,M,L ST / 19TH ST,
9999990606,Helen Abelman,03-Mar-08,F,4207 52ND ST,
9999990607,Hilary Holden,01-Nov-05,M,599 50TH ST,
9999990608,Hilary Holden,01-Feb-08,M,1941 WATERFORD RD,
9999990609,Christopher Schild,01-Mar-07,M,3500 FLORIN RD,
9999990610,Carlos Soltero,29-Apr-08,M,7636 24TH ST,
9999990611,Carlos Soltero,13-May-08,F,15 CARTHAGE CT,
9999990612,Erica Bern,01-Oct-01,M,1900 CANTERBURY RD,
9999990613,Erica Bern,01-Feb-03,M,1048 DIXIEANNE AVE,
9999990614,Erica Bern,01-Jul-04,M,29TH ST / R ST,
9999990615,Erica Bern,01-Feb-08,M,4900 NATOMAS BLVD,
9999990616,Joy Smith,01-Oct-07,F,2293 EDGEWATER RD,
9999990617,Joy Smith,01-Mar-07,M,935 RANCHO ROBLE WAY,
9999990618,Christopher Schild,07-Apr-08,M,2521 ALTOS AVE,
9999990619,Christopher Schild,01-Mar-06,M,5218 MARTIN LUTHER KING JR BLVD,
9999990620,Christopher Schild,01-Sep-07,M,5821 JACINTO AVE,
9999990621,Christopher Schild,08-Feb-08,F,2319 MARINA GLEN WAY,
9999990622,Evan Minnotte,23-Jan-08,M,1726 16TH ST,
9999990623,Christopher Schild,08-Jul-08,M,4551 MACK RD,
9999990624,Greg Guthrie,23-Jan-08,M,920 21ST ST,
9999990625,Harold Engle,01-Jun-06,M,2026 P ST,
9999990626,Philip Brown,01-Dec-06,F,2180 47TH AVE,
9999990627,Carlos Soltero,18-Mar-08,M,2523 BROADWAY,
9999990628,Jennifer Braxton,01-Aug-07,M,23RD ST / J ST,
9999990629,Dan Reichenbach,01-Feb-08,M,5 RESTORATION CT,
9999990630,Dan Reichenbach,08-Mar-07,M,1689 ARDEN WAY,
9999990631,Dan Reichenbach,08-Mar-06,F,EL CAMINO AVE / VAN NESS ST,
9999990632,Carlos Soltero,08-Mar-06,M,3379 PAUMANOK WAY,
9999990633,Carlos Soltero,01-Jul-04,M,FERRAN AVE / MANORSIDE DR,
9999990634,Carlos Soltero,01-Mar-05,M,2745 PORTOLA WAY,
9999990635,Giulietta Baptist,01-Apr-06,M,2605 ALBATROSS WAY,
9999990636,Jack Lebron,01-Jan-08,F,2486 18TH AVE,
9999990637,Guy Armstrong,01-Apr-07,M,80 VILLAGE CIR,
9999990638,Hilary Holden,04-Jun-08,M,3831 58TH ST,
9999990639,Jack Lebron,31-Dec-07,M,4813 MACK RD,
9999990640,Erica Bern,31-Jul-07,M,LEMON HILL AVE / 63RD ST,
9999990641,Erica Bern,08-May-08,F,1906 BOWLING GREEN DR,
9999990642,Harold Engle,16-Apr-08,M,16TH ST / F ST,
9999990643,Harold Engle,01-Jun-06,M,4801 PERRY AVE,
9999990644,Jim Sink,06-Mar-08,M,5604 FRANKLIN BLVD,
9999990645,Jennifer Braxton,20-Feb-06,M,ALHAMBRA BLVD / BROADWAY,
9999990646,Jennifer Braxton,31-Jan-07,F,4101 WARREN AVE,
9999990647,Jennifer Braxton,08-Mar-08,M,4508 53RD ST,
9999990648,Joy Smith,06-Mar-08,M,3211 PAMELA DR,
9999990649,Joy Smith,01-Feb-05,M,7528 ABIDING PL,
9999990650,Harold Engle,12-Dec-07,M,715 L ST,
9999990651,Philip Brown,01-Apr-04,F,4551 MACK RD,
9999990652,Philip Brown,13-Feb-07,M,1460 WOODRIDGE OAK WAY,
9999990653,Philip Brown,01-Jun-07,M,6098 WINDBREAKER WAY,
9999990654,Giulietta Baptist,01-Jul-05,M,1570 RESPONSE RD,
9999990655,Giulietta Baptist,01-Jan-06,M,6241 RIVERSIDE BLVD,
9999990656,Paul Gonzalez,01-Jun-07,F,17 LYLEWOOD CT,
9999990657,Logan Haushalter,01-Oct-07,M,1 QUAY CT,
9999990658,Logan Haushalter,01-May-08,M,2808 AMERICAN AVE,
9999990659,Filia McAdams,29-Jun-07,M,2400 NORTHVIEW DR,
9999990660,Carlos Soltero,18-May-07,M,2631 35TH ST,
9999990661,Carlos Soltero,01-Mar-07,F,615 11TH ST,
9999990662,Erica Bern,28-Jul-08,M,1709 W ST,
9999990663,Erica Bern,01-May-08,M,625 DISPLAY WAY,
9999990664,Greg Guthrie,27-Feb-08,M,2501 52ND ST,
9999990665,Dan Reichenbach,26-Oct-05,M,PERRY AVE / STOCKTON BLVD,
9999990666,Jim Sink,08-Jun-07,F,ROANOKE AVE / BRANCH ST,
9999990667,Jim Sink,13-Mar-08,M,2239 CASTRO WAY,
9999990668,Carlos Soltero,10-Mar-08,M,BELL AVE / PINELL ST,
9999990669,Carlos Soltero,16-Jun-08,M,Q ST / 65TH ST,
9999990670,Carlos Soltero,15-Aug-07,M,J ST / 29TH ST,
9999990671,Chuck Magee,20-Mar-07,F,7608 TIERRA GLEN WAY,
9999990672,Philip Brown,21-Jun-07,M,3218 DOROTEO WAY,
9999990673,Hilary Holden,10-Jul-07,M,3725 HAYWOOD ST,
9999990674,Hilary Holden,01-Feb-06,M,1000 FLORIN RD,
9999990675,Hilary Holden,06-Jun-07,M,2101 L ST,
9999990676,Hilary Holden,11-Mar-07,F,X ST / STOCKTON BLVD,
9999990677,Greg Guthrie,02-May-07,M,S LAND PARK DR / 58TH AVE,
9999990678,Jennifer Braxton,02-May-08,M,2204 16TH ST,
9999990679,Jennifer Braxton,24-Feb-08,M,1255 UNIVERSITY AVE,
9999990680,Erica Bern,28-Aug-06,M,3007 J ST,
9999990681,Jim Sink,19-Jul-04,F,AMHERST ST / MEADOWVIEW RD,
9999990682,Noah Childs,07-May-08,M,748 LAMPASAS AVE,
9999990683,Noah Childs,01-Feb-08,M,400 ALHAMBRA BLVD,
9999990684,Noah Childs,25-Mar-08,M,401 I ST,
9999990685,Evan Minnotte,22-Aug-07,M,3010 FLORIN RD,
9999990686,Guy Armstrong,25-Mar-08,F,1901 EXPEDITION WAY,
9999990687,Guy Armstrong,17-Jul-08,M,1401 ALHAMBRA BLVD,
9999990688,Guy Armstrong,26-Mar-08,M,MAIN AVE / RALEY BLVD,
9999990689,Chuck Magee,11-Sep-06,M,COSUMNES RIVER BLVD / BRUCEVILLE RD,
9999990690,Greg Guthrie,09-Jul-08,M,4410 POWER INN RD,
9999990691,Greg Guthrie,27-Mar-08,F,18TH ST / O ST P ST ALY,
9999990692,Carlos Soltero,24-Oct-06,M,FRANKLIN BLVD / CALVINE RD,
9999990693,Greg Guthrie,01-Dec-06,M,3217 RIO LINDA BLVD,
9999990694,Greg Guthrie,02-Apr-08,M,29TH AVE / FRANKLIN BLVD,
9999990695,Greg Guthrie,01-Nov-05,M,5385 FRANKLIN BLVD,
9999990696,Carlos Soltero,31-Mar-08,F,4901 58TH ST,
9999990697,Carlos Soltero,25-Jul-07,M,2836 WAH AVE,
9999990698,Greg Guthrie,30-Aug-07,M,645 FORD RD,
9999990699,Greg Guthrie,02-Apr-08,M,3381 LA CADENA WAY,
9999990700,Christopher Schild,26-Apr-06,M,2163 56TH AVE,
9999990701,Joy Smith,01-Dec-06,F,18 ALDERBERRY CT,
9999990702,Joy Smith,03-May-07,M,NORTHGATE BLVD / PATIO AVE,
9999990703,Joy Smith,23-Feb-06,M,FRANKLIN BLVD / 26TH AVE,
9999990704,Joy Smith,09-Mar-05,M,INDIAN LN / WAH AVE,
9999990705,Joy Smith,09-Jul-04,M,FRANKLIN BLVD / 24TH AVE,
9999990706,Joy Smith,28-Jan-08,F,3945 FRANKLIN BLVD,
9999990707,Joy Smith,17-Jan-08,M,3736 CLAY ST,
9999990708,Guy Armstrong,21-Apr-08,M,807 LAKE FRONT DR,
9999990709,Brian Moss,05-Oct-06,M,1796 TRIBUTE RD,
9999990710,Brian Moss,09-Apr-08,M,3611 TRUXEL RD,
9999990711,Logan Haushalter,01-Dec-04,F,1820 FRIENZA AVE,
9999990712,Guy Armstrong,01-May-05,M,5100 61ST ST,
9999990713,Guy Armstrong,01-Aug-06,M,2700 DEL PASO RD,
9999990714,Guy Armstrong,07-Apr-08,M,NORTHGATE BLVD / BOWMAN AVE,
9999990715,Christopher Schild,11-Jun-07,M,3909 14TH AVE,
9999990716,Jim Sink,03-Jun-08,F,TOLKIEN AVE / W STOCKTON BLVD,
9999990717,Carlos Soltero,01-Mar-08,M,FRANKLIN BLVD / 32ND AVE,
9999990718,Jennifer Braxton,08-Apr-08,M,FRANKLIN BLVD / FRUITRIDGE RD,
9999990719,Brian Moss,01-May-08,M,12TH AVE / 33RD ST,
9999990720,Harold Engle,15-Mar-08,M,8692 MELVILLE DR,
9999990721,Harold Engle,01-Jul-08,F,3161 L ST,
9999990722,Carlos Soltero,15-Feb-08,M,8240 14TH AVE,
9999990723,Hilary Holden,01-Nov-06,M,27TH AVE / FRANKLIN BLVD,
9999990724,Hilary Holden,13-Mar-07,M,26TH AVE / FRANKLIN BLVD,
9999990725,Logan Haushalter,09-Apr-08,M,FRANKLIN BLVD / FRUITRIDGE RD,
9999990726,Guy Armstrong,01-Oct-99,F,1587 W EL CAMINO AVE,
9999990727,Erica Bern,10-Apr-08,M,500 EMMONS ST,
9999990728,Logan Haushalter,28-Feb-06,M,1425 PEBBLEWOOD DR,
9999990729,Logan Haushalter,21-Sep-03,M,8276 CENTER PKWY,
9999990730,Harold Engle,01-Oct-07,M,FRANKLIN BLVD / 26TH AVE,
9999990731,Christopher Schild,24-Jan-07,F,4086 DEER CROSS WAY,
9999990732,Helen Abelman,07-Jan-08,M,5180 VILLAGE STAR DR,
9999990733,Helen Abelman,01-May-07,M,9TH ST / O ST,
9999990734,Jack Lebron,15-Apr-08,M,5385 FRANKLIN BLVD,
9999990735,Jack Lebron,01-Dec-06,M,5518 SEYFERTH WAY,
9999990736,Jack Lebron,01-Jul-07,F,1924 SILICA AVE,
9999990737,Giulietta Baptist,01-Aug-07,M,5303 FRANKLIN BLVD,
9999990738,Giulietta Baptist,01-Apr-07,M,4221 NORWOOD AVE,
